form_id,form_name,field_id,field_key,field_label,mapping_id,page_number,x,y,width,height,font_size,current_is_multiline,recommended_is_multiline,current_mask_background,recommended_mask_background,confidence,reason,dimension_change_recommended,dimension_notes,surrounding_content_risk,review_status,notes
33,AMENDMENT TO BUYER/TENANT REPRESENTATION AGREEMENT,c1bf8827-911b-4997-a767-4dc58a88fd0f,txr_1505_lease_property,TXR-1505 D(2) Lease Property,3c23a04c-c56d-410e-9796-4215143c09f6,1,70,388,480,14,9,false,false,false,false,LEAVE UNCHANGED,Normally single-line value (amount/date/name/address/code field).,false,,Low — no mask recommended.,LEAVE UNCHANGED,lines=0; cap=1; underlineDerived=false
11,One to Four Residential,53d6a7bf-9725-4d98-89ed-11630dd92a41,CONTRACT_BUYER_ASSOCIATE_LICENSE_NUMBER,Buyer Associate License Number,3d4c3375-fe98-408d-9da0-96ed595b8660,11,422.69,368.08,120,14,9,false,false,false,false,LEAVE UNCHANGED,Normally single-line value (amount/date/name/address/code field).,false,,Low — no mask recommended.,LEAVE UNCHANGED,lines=1; cap=1; underlineDerived=false
11,One to Four Residential,e9228a34-60fe-4f84-869b-9d1c3232c988,CONTRACT_SELLER_SUPERVISOR_PHONE,Seller Supervisor Phone,3d6db8b0-5224-48b9-a701-fa89d6722087,11,224.1,253.78,120,14,9,false,false,false,false,LEAVE UNCHANGED,Normally single-line value (amount/date/name/address/code field).,false,,Low — no mask recommended.,LEAVE UNCHANGED,lines=1; cap=1; underlineDerived=false
11,One to Four Residential,5444edd7-00dd-4dae-abea-c41b2e44a86c,CONTRACT_SELLER_ASSOCIATE_EMAIL,Seller Associate Email,3e0f2b3e-c384-4689-9f0f-216299cbe64b,11,148.59,212.16,240,14,9,false,false,false,false,LEAVE UNCHANGED,Normally single-line value (amount/date/name/address/code field).,false,,Low — no mask recommended.,LEAVE UNCHANGED,lines=1; cap=1; underlineDerived=false
44,NOTICE TO PURCHASER OF SPECIAL TAXING OR ASSESSMENT DISTRICT,874a2f7d-32b2-406b-a9d6-a3f0635b105f,txr_1420_assessment_amount,TXR-1420 Assessment Amount,3e702558-1612-4d04-ad30-8a593d450e0e,1,73.3,444,205.6,14,9,false,false,false,false,LEAVE UNCHANGED,Normally single-line value (amount/date/name/address/code field).,false,,Low — no mask recommended.,LEAVE UNCHANGED,lines=0; cap=1; underlineDerived=false
18,Residential Lease,56d4529c-e816-4878-bec6-39b1b3024577,txr_2001_deceased_tenant_contact_name,Non-tenant emergency/death contact,3e946a95-a5ac-4449-8ade-6b3801023264,15,125,304,271,16,9,false,false,false,false,LEAVE UNCHANGED,Appears to be a normal single-line value placement.,false,,Low — no mask recommended.,LEAVE UNCHANGED,lines=0; cap=1; underlineDerived=false
15,Residential Lease Listing,3ee5158f-abb0-4264-b650-f8fa059560a8,lease_health_safety_condition_exception,Lease Health Safety Condition Exception,3ecc7474-1a04-400c-996d-1a622fa28faa,7,206.74,622.14,350.37,21.03,9,false,true,false,false,REVIEW REQUIRED,Narrative purpose but current height is ~1 line — dimension increase may be needed to cover the printed writing area.,true,Height 21.03pt ≈ 1 line(s). Expand only after confirming intended lined region on the PDF.,Enlarging may approach amount columns or following rows — review carefully.,REVIEW REQUIRED,lines=0; cap=1; underlineDerived=false
51,Itemization of Security Deposit,df8a075f-80ed-4212-ac91-e5639ac504a6,txr_2216_abandoned_vehicles_description,TXR-2216 Abandoned/Illegal Vehicles Description,3ee65ffb-74c7-44ad-8818-a22ea766d638,2,62,276,370,27.5,9,false,true,false,true,MEDIUM CONFIDENCE,Narrative placement with writing-line evidence; enable multiline and mask after quick visual confirm.,false,,Confirm mask does not cover row labels or amount boxes beside the description.,MEDIUM CONFIDENCE,lines=0; cap=2; underlineDerived=true
1,Buyer Rep Agreement,87b8f1db-2b82-4ad6-b5f8-c534f773f303,buyer_rep_lease_one_month_rent_percent,Lease One Month Rent Percent,3f824e76-13aa-4e4d-a0c6-8cd14bfbe9f5,2,137.74,234.11,40,12,10,false,false,false,false,LEAVE UNCHANGED,Normally single-line value (amount/date/name/address/code field).,false,,Low — no mask recommended.,LEAVE UNCHANGED,lines=0; cap=1; underlineDerived=false
20,Residential Condominium Contract (Resale),5a62c679-ffa9-45b1-982d-579427ee1c63,contract_condo_unit_number,Condominium Unit Number,3fead32c-ccc4-451c-ac43-bb21f15c6ccc,1,257.8,131.4,72,14,,false,false,false,false,LEAVE UNCHANGED,Normally single-line value (amount/date/name/address/code field).,false,,Low — no mask recommended.,LEAVE UNCHANGED,lines=1; cap=1; underlineDerived=false
51,Itemization of Security Deposit,b8432f1b-bf6c-4e13-bc78-e2f64fb20ce6,txr_2216_abandoned_property_amount,TXR-2216 Abandoned Property Amount,3ff7d077-3a7c-436e-830e-00e32850e9d9,2,474.5,237,101.5,14,9,false,false,false,false,LEAVE UNCHANGED,Normally single-line value (amount/date/name/address/code field).,false,,Low — no mask recommended.,LEAVE UNCHANGED,lines=0; cap=1; underlineDerived=true
51,Itemization of Security Deposit,b34789f0-f4ac-4aad-bade-adbe3b6b7249,txr_2216_unpaid_utilities_description,TXR-2216 Unpaid Utilities Description,400a8a88-60d5-4b50-83ff-87710788eeb6,1,191.5,610.5,240.5,28,9,false,true,false,true,MEDIUM CONFIDENCE,Narrative placement with writing-line evidence; enable multiline and mask after quick visual confirm.,false,,Confirm mask does not cover row labels or amount boxes beside the description.,MEDIUM CONFIDENCE,lines=0; cap=2; underlineDerived=true
13,Amendment to Listing Agreement,5363b999-3f6b-4c3a-8a77-3a896d7bc7ed,listing_amendment_new_end_date,New Listing End Date,40244182-a665-49e3-ac6f-cf21dad74c39,1,410.17,285.77,130,14,9,false,false,false,false,LEAVE UNCHANGED,Normally single-line value (amount/date/name/address/code field).,false,,Low — no mask recommended.,LEAVE UNCHANGED,lines=0; cap=1; underlineDerived=false
20,Residential Condominium Contract (Resale),dc68b037-4f8e-4425-8dc7-6d734b677897,CONTRACT_INTERMEDIARY_BUYER_ASSOCIATE_LICENSE_NUMBER,Intermediary Buyer Associate License Number,4025a718-8799-41d9-807a-4b4fba4e054f,9,421.3,648.7,134.3,14,,false,false,false,false,LEAVE UNCHANGED,Normally single-line value (amount/date/name/address/code field).,false,,Low — no mask recommended.,LEAVE UNCHANGED,lines=1; cap=1; underlineDerived=false
20,Residential Condominium Contract (Resale),9d8911a8-d341-4dbe-8d9c-3432c106caf9,CONTRACT_BUYER_SUPERVISOR_NAME,Buyer Supervisor Name,402a044b-a76d-4686-981e-812c2f9c7148,9,216.2,380.1,240,14,,false,false,false,false,LEAVE UNCHANGED,Normally single-line value (amount/date/name/address/code field).,false,,Low — no mask recommended.,LEAVE UNCHANGED,lines=1; cap=1; underlineDerived=false
27,NOTICE OF TERMINATION OF RESIDENTIAL LEASING AND PROPERTY MANAGEMENT AGREEMENT,33901454-6c2a-4ecb-88d1-ed24eca1141e,txr_2222_termination_date,TXR-2222 Agreement Termination Date,40427a05-e4ec-4a07-8490-14c0bc07121c,1,441.17,329.64,130,14,9,false,false,false,false,LEAVE UNCHANGED,Normally single-line value (amount/date/name/address/code field).,false,,Low — no mask recommended.,LEAVE UNCHANGED,lines=0; cap=1; underlineDerived=false
11,One to Four Residential,e6ee81ce-121c-472e-a26f-638769fa118e,CONTRACT_SELLER_AGENT_NOTICE_ADDRESS,Seller Agent Notice Address,40b56ba6-81bf-47cd-a8fb-94de64a462d5,8,372.05,624.41,189.81,41.04,9,false,false,false,false,LEAVE UNCHANGED,Normally single-line value (amount/date/name/address/code field).,false,,Low — no mask recommended.,LEAVE UNCHANGED,lines=1; cap=3; underlineDerived=false
37,FARM AND RANCH CONTRACT,75942b36-d7f6-4075-ac11-1fd6d275c9bf,CONTRACT_INTERMEDIARY_BUYER_SUPERVISOR_PHONE,Intermediary Buyer Licensed Supervisor Phone,41b6b333-89fe-4102-934e-7a8265c02070,11,221.94,578.64,100,12,9,false,false,false,false,LEAVE UNCHANGED,Normally single-line value (amount/date/name/address/code field).,false,,Low — no mask recommended.,LEAVE UNCHANGED,lines=1; cap=1; underlineDerived=false
34,AMENDMENT TO FARM AND RANCH LISTING - EXCLUSIVE RIGHT TO SELL,881448cf-331d-4922-875e-ab2ff447085e,txr_1422_fee_percent,TXR-1422 C(a) Fee Percent,41d56656-6ff2-4414-8470-0ca5b5fdecbb,1,107.58,321.36,40,14,9,false,false,false,false,LEAVE UNCHANGED,Normally single-line value (amount/date/name/address/code field).,false,,Low — no mask recommended.,LEAVE UNCHANGED,lines=0; cap=1; underlineDerived=false
11,One to Four Residential,c2891d22-e94a-4bb1-96d8-f376aa2231fa,contract_option_fee_amount,Option Fee Amount,41d62655-b297-442b-95fc-b855fab1d631,2,487.76,87.38,89.77,12.31,9,false,false,false,false,LEAVE UNCHANGED,Normally single-line value (amount/date/name/address/code field).,false,,Low — no mask recommended.,LEAVE UNCHANGED,lines=1; cap=1; underlineDerived=false
18,Residential Lease,f1e33c27-70d9-48bc-acc0-986f61ae262b,TXR_2001_AUTO_RENEWAL_NOTICE_OTHER_DAYS,Other days before expiration,4211e5ee-c3ed-46ba-8617-39f8161a4219,3,89,460,91,16,9,false,false,false,false,LEAVE UNCHANGED,Appears to be a normal single-line value placement.,false,,Low — no mask recommended.,LEAVE UNCHANGED,lines=0; cap=1; underlineDerived=false
48,SELLER'S TEMPORARY RESIDENTIAL LEASE,c1129f4d-0a78-46c4-9792-4d38274cbef7,txr_1910_landlord_fax,TXR-1910 Landlord Notice Fax,4213632a-5ab8-4a42-bce4-489f3860c04c,2,128.2,527.2,176.4,14,9,false,false,false,false,LEAVE UNCHANGED,Normally single-line value (amount/date/name/address/code field).,false,,Low — no mask recommended.,LEAVE UNCHANGED,lines=0; cap=1; underlineDerived=true
38,FARM AND RANCH REAL ESTATE LISTING AGREEMENT - EXCLUSIVE RIGHT TO SELL,62c8023c-0361-4b0f-8d41-a32a6b22f1e0,txr_1201_res_surface_leases_held_by_others,TXR-1201 Reservations surface_leases Held by Others,4234a5bd-bf97-40bd-8e60-9ed415c2ea9a,2,144.4,434.4,196.6,24,9,false,false,false,false,LEAVE UNCHANGED,Normally single-line value (amount/date/name/address/code field).,false,,Low — no mask recommended.,LEAVE UNCHANGED,lines=0; cap=2; underlineDerived=false
44,NOTICE TO PURCHASER OF SPECIAL TAXING OR ASSESSMENT DISTRICT,6084ad9d-5d27-4564-8ed3-62ebc0c13b07,txr_1420_standby_fee_amount,TXR-1420 Standby Fee Amount,4296517b-a99d-4d7e-91f1-cf334af19a6d,2,452.3,85.9,119.9,14,9,false,false,false,false,LEAVE UNCHANGED,Normally single-line value (amount/date/name/address/code field).,false,,Low — no mask recommended.,LEAVE UNCHANGED,lines=0; cap=1; underlineDerived=false
47,RESIDENTIAL LEASING AND PROPERTY MANAGEMENT AGREEMENT,5d95c90f-3336-4f40-9949-106613ee21ed,brokerage_address,Brokerage Address,42a6dd4b-afef-422c-bad5-5aecccf820a2,1,119.4,347.4,455.6,14,9,false,false,false,false,LEAVE UNCHANGED,Normally single-line value (amount/date/name/address/code field).,false,,Low — no mask recommended.,LEAVE UNCHANGED,lines=0; cap=1; underlineDerived=false
17,Third Party Financing Addendum,7b4ead24-8f8d-4906-8cc8-e41080267777,txr_1901_per_annum_for_the_first_2,Per Annum For The First 2,430d96de-0f63-497d-ba23-c916a79de34b,1,267.38,307.5,46.12,11.16,9,false,false,false,false,LEAVE UNCHANGED,Appears to be a normal single-line value placement.,false,,Low — no mask recommended.,LEAVE UNCHANGED,lines=0; cap=1; underlineDerived=false
15,Residential Lease Listing,e85a20f3-79c8-4d34-8ff1-6acb553e693e,lease_animal_nonrefundable_fee,Lease Animal Nonrefundable Fee,43d4e8c3-b612-406c-bbe6-171c5aa65850,9,311.04,576.6,75,14,9,false,false,false,false,LEAVE UNCHANGED,Normally single-line value (amount/date/name/address/code field).,false,,Low — no mask recommended.,LEAVE UNCHANGED,lines=0; cap=1; underlineDerived=false
11,One to Four Residential,498c7f0c-0fc7-4565-a782-bb95e288c4a1,CONTRACT_BUYER_SUPERVISOR_LICENSE_NUMBER,Buyer Supervisor License Number,447e4a6a-ef02-470b-97c7-9811245ef531,11,424.1,398.22,120,14,9,false,false,false,false,LEAVE UNCHANGED,Normally single-line value (amount/date/name/address/code field).,false,,Low — no mask recommended.,LEAVE UNCHANGED,lines=1; cap=1; underlineDerived=false
25,Condominium Resale Certificate,d066055b-e515-42ae-ace6-a855dd0dd37a,condo_resale_suits_pending_nature,Nature of Pending Suits,44a8d75b-50f2-433e-8e77-2b110295d04c,1,66,405,482,12,9,false,false,false,false,LEAVE UNCHANGED,Normally single-line value (amount/date/name/address/code field).,false,,Low — no mask recommended.,LEAVE UNCHANGED,lines=0; cap=1; underlineDerived=false
37,FARM AND RANCH CONTRACT,a4822d94-0094-4de0-82ec-abfe48aee3b7,contract_add_district_notices_text,District Notices Addendum Text,450529b9-34bf-442d-86a7-44caf106bc4b,9,259.85,443.94,305,25,9,false,true,false,false,MEDIUM CONFIDENCE,Narrative field with ~2-line capacity; mask not recommended without line evidence.,false,,Low — no mask recommended.,MEDIUM CONFIDENCE,lines=0; cap=2; underlineDerived=false
47,RESIDENTIAL LEASING AND PROPERTY MANAGEMENT AGREEMENT,e172e0a6-d918-445f-aa0c-497dcde21655,txr_2201_add_other_m_text,Addendum Other M Description,4524cbff-bb20-40d0-8002-5c4a0e5f3c63,11,73,626.3,502,14,9,false,true,false,false,REVIEW REQUIRED,Narrative purpose but current height is ~1 line — dimension increase may be needed to cover the printed writing area.,true,Height 14pt ≈ 1 line(s). Expand only after confirming intended lined region on the PDF.,Enlarging may approach amount columns or following rows — review carefully.,REVIEW REQUIRED,lines=0; cap=1; underlineDerived=false
20,Residential Condominium Contract (Resale),10919023-2714-45a7-9d63-64ece1ddf406,contract_condo_building,Condominium Building,454450e9-45af-465b-a723-db9aafc3740b,1,409.6,131.4,143.9,14,,false,false,false,false,LEAVE UNCHANGED,Appears to be a normal single-line value placement.,false,,Low — no mask recommended.,LEAVE UNCHANGED,lines=1; cap=1; underlineDerived=false
38,FARM AND RANCH REAL ESTATE LISTING AGREEMENT - EXCLUSIVE RIGHT TO SELL,998b7869-bc45-4686-a75c-e60cd3581b78,EMPLOYER_RELOCATION_COMPANY,Employer Relocation Company,4562f6d6-81bd-4d11-8d7e-75552546483e,9,184.3,420.5,386.4,14,9,false,false,false,false,LEAVE UNCHANGED,Normally single-line value (amount/date/name/address/code field).,false,,Low — no mask recommended.,LEAVE UNCHANGED,lines=0; cap=1; underlineDerived=false
25,Condominium Resale Certificate,1c78dd7e-4060-41e4-b009-3d9d32959e75,condo_resale_leasehold_renewal_provisions,Leasehold Renewal Provisions,45cf1bcc-d472-4718-9749-650f0a2cbc54,1,66,593,486,26,9,false,true,false,false,MEDIUM CONFIDENCE,Narrative field with ~2-line capacity; mask not recommended without line evidence.,false,,Low — no mask recommended.,MEDIUM CONFIDENCE,lines=0; cap=2; underlineDerived=false
7,Listing Agreement,198de3ac-d7f2-433f-981c-5c4bcabbae9e,listing_broker_no_coop_flat_fee,Listing Broker Fee Without Other Broker Flat Fee,4606fcf0-e605-4898-b2ab-83d18c7649dd,2,363.36,560.94,95,14,9,false,false,false,false,LEAVE UNCHANGED,Normally single-line value (amount/date/name/address/code field).,false,,Low — no mask recommended.,LEAVE UNCHANGED,lines=0; cap=1; underlineDerived=false
47,RESIDENTIAL LEASING AND PROPERTY MANAGEMENT AGREEMENT,ad6e89a8-24ef-4ba7-adaa-18ef862d39df,lease_non_real_estate_items,Lease Non Real Estate Items,4616f2e2-36da-4682-96f3-fe72b6587393,1,87.4,516.4,487.6,39.3,9,false,true,false,false,MEDIUM CONFIDENCE,Tall narrative box (~3 lines) without conclusive line geometry; multiline recommended; mask only after visual confirm of printed lines.,false,,Low — no mask recommended.,MEDIUM CONFIDENCE,lines=0; cap=3; underlineDerived=false
35,ANIMAL AGREEMENT,0099a308-0560-4aeb-82e3-c9132fb08425,txr_2004_monthly_fee_amount,TXR-2004 B(2) Monthly Animal Fee Amount,462b34fa-2bc3-421b-b977-1a5aba9f3375,2,343.09,177.72,66.72,15.4,9,false,false,false,false,LEAVE UNCHANGED,Normally single-line value (amount/date/name/address/code field).,false,,Low — no mask recommended.,LEAVE UNCHANGED,lines=0; cap=1; underlineDerived=false
41,NOTICE OF BUYER'S TERMINATION OF CONTRACT,1ff64dc0-48bb-4c01-9840-2fbc9c377212,CONTRACT_SELLER_NAMES,Contract Seller Names,4637d3f8-7a98-4ebb-a1eb-c9011423becc,1,263.8,152.2,236.8,32.8,9,false,false,false,false,LEAVE UNCHANGED,Normally single-line value (amount/date/name/address/code field).,false,,Low — no mask recommended.,LEAVE UNCHANGED,lines=2; cap=2; underlineDerived=false
38,FARM AND RANCH REAL ESTATE LISTING AGREEMENT - EXCLUSIVE RIGHT TO SELL,5b92d8d4-d627-4d9c-9dc7-a6fe3578b974,txr_1201_expansion_comp_other_text,TXR-1201 Expansion Comp Other Text,463b77ca-9a1c-4abf-85d0-aa0ff25c3a1d,4,196.16,657.18,202.5,14,9,false,false,false,false,LEAVE UNCHANGED,Normally single-line value (amount/date/name/address/code field).,false,,Low — no mask recommended.,LEAVE UNCHANGED,lines=0; cap=1; underlineDerived=false
15,Residential Lease Listing,f65af418-e26e-4240-8f6d-6dea3cc9339d,lease_requirements_special_provisions,Lease Requirements Special Provisions,46ec0932-1d6a-4869-ae2d-b2dee7397f39,10,167.75,315.23,408.34,24.11,9,false,true,false,false,MEDIUM CONFIDENCE,Narrative field with ~2-line capacity; mask not recommended without line evidence.,false,,Low — no mask recommended.,MEDIUM CONFIDENCE,lines=0; cap=2; underlineDerived=false
11,One to Four Residential,5dbc036b-75f6-4de4-b327-c47581c0bc2f,contract_sales_price_financing,Contract Sales Price Financing,470bc6d0-0758-4a7d-8931-7df086fc973f,1,462.18,509.88,90,14,9,false,false,false,false,LEAVE UNCHANGED,Normally single-line value (amount/date/name/address/code field).,false,,Low — no mask recommended.,LEAVE UNCHANGED,lines=1; cap=1; underlineDerived=false
37,FARM AND RANCH CONTRACT,e69b3ca9-8dd7-467b-873d-28ea5d0e91fd,CONTRACT_SELLER_NOTICE_ADDRESS,Seller Notice Address,47326179-4e9b-4111-ad98-1dad2b4f67d6,8,355,571,190,12,9,false,false,false,false,LEAVE UNCHANGED,Normally single-line value (amount/date/name/address/code field).,false,,Low — no mask recommended.,LEAVE UNCHANGED,lines=1; cap=1; underlineDerived=false
47,RESIDENTIAL LEASING AND PROPERTY MANAGEMENT AGREEMENT,4ff019e7-e145-4def-a457-b21102186025,txr_2201_commencement_date,Agreement Commencement Date,473faee9-d614-492a-ac3a-68bc44923155,1,186.2,619.1,158.3,14,9,false,false,false,false,LEAVE UNCHANGED,Normally single-line value (amount/date/name/address/code field).,false,,Low — no mask recommended.,LEAVE UNCHANGED,lines=0; cap=1; underlineDerived=false
25,Condominium Resale Certificate,dc7f4243-4bbf-419d-b5c5-a10cb461290f,property_hoa_name,HOA Name,4753d432-a1ee-4006-b555-07bc115c3728,2,48,396,513,14,9,false,false,false,false,LEAVE UNCHANGED,Normally single-line value (amount/date/name/address/code field).,false,,Low — no mask recommended.,LEAVE UNCHANGED,lines=0; cap=1; underlineDerived=false
18,Residential Lease,a7e24bc5-e0e9-446e-845a-c6348e44767e,txr_2001_rent_due_other_text,Other rent due date/details,476fabd2-6a4a-44e8-8b5f-fe25f1c54484,2,125,199,452,16,9,false,true,false,false,REVIEW REQUIRED,Narrative purpose but current height is ~1 line — dimension increase may be needed to cover the printed writing area.,true,Height 16pt ≈ 1 line(s). Expand only after confirming intended lined region on the PDF.,Enlarging may approach amount columns or following rows — review carefully.,REVIEW REQUIRED,lines=0; cap=1; underlineDerived=false
1,Buyer Rep Agreement,e39569b9-d5e3-4e8d-a391-09bdf02d2aad,BUYER_REP_RETAINER_AMOUNT,Retainer Amount,47bc46da-77de-4411-be34-4953b200ac19,2,144.83,282.23,70,12,10,false,false,false,false,LEAVE UNCHANGED,Normally single-line value (amount/date/name/address/code field).,false,,Low — no mask recommended.,LEAVE UNCHANGED,lines=0; cap=1; underlineDerived=false
20,Residential Condominium Contract (Resale),1e438c3c-4a1e-48a0-b5fa-7ceb90d9ed01,contract_additional_earnest_money_days,Additional Earnest Money Days,47c80d9c-00ea-4dd3-b670-2ad2d71bc9e4,2,134,291.3,32,14,,false,false,false,false,LEAVE UNCHANGED,Appears to be a normal single-line value placement.,false,,Low — no mask recommended.,LEAVE UNCHANGED,lines=0; cap=1; underlineDerived=false
1,Buyer Rep Agreement,ef9b7bc7-b878-49f6-8e92-c294dd733089,SPECIAL_PROVISIONS,Special Provisions,480eb876-8366-4c59-aaeb-b0000f0a1c68,5,68.53,377.9,499.74,59.66,10,false,true,false,false,MEDIUM CONFIDENCE,Tall narrative box (~4 lines) without conclusive line geometry; multiline recommended; mask only after visual confirm of printed lines.,false,,Low — no mask recommended.,MEDIUM CONFIDENCE,lines=0; cap=4; underlineDerived=false
20,Residential Condominium Contract (Resale),fc51201d-953c-4d8d-b6f6-892e5665c488,contract_escrow_agent_name,Escrow Agent Name,4817a817-ec7e-4f58-842e-3a51843c7c92,2,193.4,240.1,205.6,14,,false,false,false,false,LEAVE UNCHANGED,Normally single-line value (amount/date/name/address/code field).,false,,Low — no mask recommended.,LEAVE UNCHANGED,lines=1; cap=1; underlineDerived=false
38,FARM AND RANCH REAL ESTATE LISTING AGREEMENT - EXCLUSIVE RIGHT TO SELL,61b79904-43ce-4012-8476-af919c9e194b,txr_1201_res_water_rights_held_by_others,TXR-1201 Reservations water_rights Held by Others,48298248-5fc0-49c4-82f7-a3684fa1dc7d,2,144.4,506.8,196.6,24,9,false,false,false,false,LEAVE UNCHANGED,Normally single-line value (amount/date/name/address/code field).,false,,Low — no mask recommended.,LEAVE UNCHANGED,lines=0; cap=2; underlineDerived=false
24,Condominium Addendum to Listing,80b5f2fc-5fee-4bf3-86a4-008edb45b10a,contract_condo_parking_assigned,Assigned Parking Areas,482d6105-3bb2-45df-962f-63bf067cc4ec,1,78,255,480,14,9,false,false,false,false,LEAVE UNCHANGED,Normally single-line value (amount/date/name/address/code field).,false,,Low — no mask recommended.,LEAVE UNCHANGED,lines=0; cap=1; underlineDerived=false
15,Residential Lease Listing,a4c5b6b6-10bb-4217-8de2-d72c3048cf85,PROPERTY_LOT,Property Lot,482df4aa-51d2-4fba-981d-d259b86efc5a,1,125.13,389.96,65,14,9,false,false,false,false,LEAVE UNCHANGED,Normally single-line value (amount/date/name/address/code field).,false,,Low — no mask recommended.,LEAVE UNCHANGED,lines=0; cap=1; underlineDerived=false
25,Condominium Resale Certificate,c3069a68-2b70-403f-8c7d-36c4e3aece4d,condo_resale_certifying_officer_name,Certifying Officer Name,4843b77d-4316-4d69-b9eb-edcb8d5a2842,2,90,475,341,14,9,false,false,false,false,LEAVE UNCHANGED,Normally single-line value (amount/date/name/address/code field).,false,,Low — no mask recommended.,LEAVE UNCHANGED,lines=0; cap=1; underlineDerived=false
33,AMENDMENT TO BUYER/TENANT REPRESENTATION AGREEMENT,09005649-52db-456d-bd9c-ef000de230d4,txr_1505_purchase_property,TXR-1505 D(1) Purchase Property,484ff29d-ff88-4674-9823-e0564d7e89fe,1,91.81,340,458.04,14.11,9,false,false,false,false,LEAVE UNCHANGED,Normally single-line value (amount/date/name/address/code field).,false,,Low — no mask recommended.,LEAVE UNCHANGED,lines=0; cap=1; underlineDerived=false
5,TILA-RESPA,54f6b4b2-e22b-466b-b244-fc437512ca2f,agent_full_name,Agent Full Name,486df8f7-7e62-4669-8674-fbb76befbf2f,1,297.77,364.47,210,14,9,false,false,false,false,LEAVE UNCHANGED,Normally single-line value (amount/date/name/address/code field).,false,,Low — no mask recommended.,LEAVE UNCHANGED,lines=0; cap=1; underlineDerived=false
47,RESIDENTIAL LEASING AND PROPERTY MANAGEMENT AGREEMENT,9e2d6525-3f8c-46db-a306-49e7ac5c7051,PROPERTY_FULL_ADDRESS,Property Full Address,4894447d-3d7f-4fbc-9ed1-a6b0568cb57c,9,204.2,31.4,298.8,14,9,false,false,false,false,LEAVE UNCHANGED,Normally single-line value (amount/date/name/address/code field).,false,,Low — no mask recommended.,LEAVE UNCHANGED,lines=0; cap=1; underlineDerived=false
17,Third Party Financing Addendum,3db1d393-1f65-4abc-997e-3fc0a5cc657b,txr_1901_years_at_the_interest_rate_established_by_the,Years At The Interest Rate Established By The,48a074a5-58cc-4669-a8bd-bedaecebf2a6,1,375.3,343.08,48.32,11.16,9,false,false,false,false,LEAVE UNCHANGED,Appears to be a normal single-line value placement.,false,,Low — no mask recommended.,LEAVE UNCHANGED,lines=0; cap=1; underlineDerived=false
15,Residential Lease Listing,80a9d9c8-63c2-4962-ab7e-118afde564f1,lease_broker_fee_one_month_percent,Lease Broker Fee One Month Percent,48a8d2fd-9419-4c33-ba4a-f0d0237b9852,2,121.54,190.81,55,14,9,false,false,false,false,LEAVE UNCHANGED,Normally single-line value (amount/date/name/address/code field).,false,,Low — no mask recommended.,LEAVE UNCHANGED,lines=0; cap=1; underlineDerived=false
17,Third Party Financing Addendum,c0a1a103-2f64-4f13-ad2a-41a29b132f7d,txr_1901_any_financed_pmi_premium_due_in_full_in_1_2,Any Financed Pmi Premium Due In Full In 1 2,48bcd83d-6bf2-4eec-ab3e-fe9514b329b2,1,302.67,296.17,62.32,11.68,9,false,false,false,false,LEAVE UNCHANGED,Appears to be a normal single-line value placement.,false,,Low — no mask recommended.,LEAVE UNCHANGED,lines=0; cap=1; underlineDerived=false
9,Lead Based Paint Addendum,53c21c50-99de-4d55-b4e3-b6f626df4f35,PROPERTY_ADDRESS_CITY,Property Street Address and City,493ff152-fbc4-4aaa-895a-2963b329b120,1,207.31,100.99,330,12,9,false,true,false,false,REVIEW REQUIRED,Narrative purpose but current height is ~1 line — dimension increase may be needed to cover the printed writing area.,true,Height 12pt ≈ 1 line(s). Expand only after confirming intended lined region on the PDF.,Enlarging may approach amount columns or following rows — review carefully.,REVIEW REQUIRED,lines=0; cap=1; underlineDerived=false
38,FARM AND RANCH REAL ESTATE LISTING AGREEMENT - EXCLUSIVE RIGHT TO SELL,f8048986-5be8-47ce-8925-cbb11a0eb935,SELLER2_EMAIL,Seller 2 Email,494a8d68-21ca-4a12-8de8-64a13e2fc09e,1,412,220.7,164.1,14,9,false,false,false,false,LEAVE UNCHANGED,Normally single-line value (amount/date/name/address/code field).,false,,Low — no mask recommended.,LEAVE UNCHANGED,lines=0; cap=1; underlineDerived=false
11,One to Four Residential,0b452669-1990-4870-a4c0-6caf3b9d4dc5,BUYER_1_CITY_STATE_ZIP,"Buyer 1 City, State, and Zip",495359a2-05e0-407e-aed5-f2db07baf720,8,109.68,433.76,150,18,10,false,false,false,false,LEAVE UNCHANGED,Normally single-line value (amount/date/name/address/code field).,false,,Low — no mask recommended.,LEAVE UNCHANGED,lines=1; cap=1; underlineDerived=false
14,Amendment to Contract,f156cfc8-3cde-4d48-87aa-18ef65c39113,contract_amend_lender_repairs_seller_amount,Amendment Lender Repairs Seller Amount,49691f46-fbce-41e7-b864-85c5c03e8513,1,140.66,336.62,80,14,9,false,false,false,false,LEAVE UNCHANGED,Normally single-line value (amount/date/name/address/code field).,false,,Low — no mask recommended.,LEAVE UNCHANGED,lines=1; cap=1; underlineDerived=false
15,Residential Lease Listing,65786f52-b3c1-47aa-8918-5f56057bd90e,lease_animal_deposit,Lease Animal Deposit,4982a815-3d66-4dbc-8c01-2a41d7d217ea,9,218.71,549.56,33.86,13.85,9,false,false,false,false,LEAVE UNCHANGED,Normally single-line value (amount/date/name/address/code field).,false,,Low — no mask recommended.,LEAVE UNCHANGED,lines=0; cap=1; underlineDerived=false
