Review Number,Form ID,Form Name,Form Version / Revision,Form Ownership,Page,Field ID,Field Key,Field Label,Mapping ID,Field Type,Source Type,Source Path,X,Y,Width,Height,Font Size,Current Multiline,Audit Recommended Multiline,Lee Approves Multiline,Current Mask,Audit Recommended Mask,Lee Approves Mask,Dimension Review Recommended,Lee Approves Dimension Review,Confidence,Audit Reason,Surrounding Content Risk,Dimension Notes,Existing Notes,Lee Notes,Review Status,Visual Reference
37,35,ANIMAL AGREEMENT,TXR-2004-01-05-2026,GLOBAL,3,756989dc-a767-48d8-a53e-43810cd625d1,txr_2004_special_provisions,TXR-2004 I Special Provisions,620e2866-ad42-4662-878e-facf58d42394,text,manual_only,,52.43,204,499.74,68.64,9,false,true,,false,false,,false,,MEDIUM CONFIDENCE,Tall narrative box (~6 lines) without conclusive line geometry; multiline recommended; mask only after visual confirm of printed lines.,Low — no mask recommended.,,Batch forms 33–37 initial production Draft placement (approximate) | lines=0; cap=6; underlineDerived=false,,Not Reviewed,_audit_tmp/prod-multiline-mask-audit/pdfs/form-35.pdf#page=3
38,1,Buyer Rep Agreement,TXR-1501-01-05-26,GLOBAL,5,9052015a-dfb9-41b3-b9a9-028ebbe8673b,OTHER_DOCUMENT_DESCRIPTION,Other Document Description,575ed17c-c983-4e7f-989f-e651bdca27bf,text,,,349.63,330.19,262.38,14.11,10,false,true,,false,false,,true,,REVIEW REQUIRED,Narrative purpose but current height is ~1 line — dimension increase may be needed to cover the printed writing area.,Enlarging may approach amount columns or following rows — review carefully.,Height 14.11pt ≈ 1 line(s). Expand only after confirming intended lined region on the PDF.,TXR-1501 estimated placement | lines=0; cap=1; underlineDerived=false,,Not Reviewed,_audit_tmp/prod-multiline-mask-audit/pdfs/form-1.pdf#page=5
39,1,Buyer Rep Agreement,TXR-1501-01-05-26,GLOBAL,5,ef9b7bc7-b878-49f6-8e92-c294dd733089,SPECIAL_PROVISIONS,Special Provisions,480eb876-8366-4c59-aaeb-b0000f0a1c68,text,,,68.53,377.9,499.74,59.66,10,false,true,,false,false,,false,,MEDIUM CONFIDENCE,Tall narrative box (~4 lines) without conclusive line geometry; multiline recommended; mask only after visual confirm of printed lines.,Low — no mask recommended.,,TXR-1501 estimated placement | lines=0; cap=4; underlineDerived=false,,Not Reviewed,_audit_tmp/prod-multiline-mask-audit/pdfs/form-1.pdf#page=5
40,24,Condominium Addendum to Listing,TXR-1401-01-05-2026,GLOBAL,1,424fd7fb-aaba-4a75-8591-9606589ded4a,listing_condo_fee_includes_other_description,Condo Fee Includes Other Description,9045d07f-5a73-4e8f-a81c-c3d098647f56,text,manual_only,,54,328,370,14,9,false,true,,false,false,,true,,REVIEW REQUIRED,Narrative purpose but current height is ~1 line — dimension increase may be needed to cover the printed writing area.,Enlarging may approach amount columns or following rows — review carefully.,Height 14pt ≈ 1 line(s). Expand only after confirming intended lined region on the PDF.,TXR-1401 initial production Draft placement (approximate) | lines=0; cap=1; underlineDerived=false,,Not Reviewed,_audit_tmp/prod-multiline-mask-audit/pdfs/form-24.pdf#page=1
41,24,Condominium Addendum to Listing,TXR-1401-01-05-2026,GLOBAL,1,549ce86e-2a1a-4f48-8872-a5e7b88a5c01,listing_condo_delinquency_exceptions,Condo Assessment Delinquency Exceptions,5a227528-7ad9-4e47-8bea-1a586038b9f5,text,manual_only,,325,376,240,14,9,false,true,,false,false,,true,,REVIEW REQUIRED,Narrative purpose but current height is ~1 line — dimension increase may be needed to cover the printed writing area.,Enlarging may approach amount columns or following rows — review carefully.,Height 14pt ≈ 1 line(s). Expand only after confirming intended lined region on the PDF.,TXR-1401 initial production Draft placement (approximate) | lines=0; cap=1; underlineDerived=false,,Not Reviewed,_audit_tmp/prod-multiline-mask-audit/pdfs/form-24.pdf#page=1
42,25,Condominium Resale Certificate,TXR-1921-11-04-2024,GLOBAL,1,3b310f67-f747-415e-826d-be55308aa2f7,condo_resale_unpaid_assessment_description,Unpaid Assessment Description,f2b8519d-ea7e-4ede-847a-b6ee56ecb8cc,text,manual_only,,399,249,148,12,9,false,true,,false,false,,true,,REVIEW REQUIRED,Narrative purpose but current height is ~1 line — dimension increase may be needed to cover the printed writing area.,Enlarging may approach amount columns or following rows — review carefully.,Height 12pt ≈ 1 line(s). Expand only after confirming intended lined region on the PDF.,TXR-1921 initial production Draft placement (approximate) | lines=0; cap=1; underlineDerived=false,,Not Reviewed,_audit_tmp/prod-multiline-mask-audit/pdfs/form-25.pdf#page=1
43,25,Condominium Resale Certificate,TXR-1921-11-04-2024,GLOBAL,1,1c78dd7e-4060-41e4-b009-3d9d32959e75,condo_resale_leasehold_renewal_provisions,Leasehold Renewal Provisions,45cf1bcc-d472-4718-9749-650f0a2cbc54,text,manual_only,,66,593,486,26,9,false,true,,false,false,,false,,MEDIUM CONFIDENCE,Narrative field with ~2-line capacity; mask not recommended without line evidence.,Low — no mask recommended.,,TXR-1921 initial production Draft placement (approximate) | lines=0; cap=2; underlineDerived=false,,Not Reviewed,_audit_tmp/prod-multiline-mask-audit/pdfs/form-25.pdf#page=1
44,25,Condominium Resale Certificate,TXR-1921-11-04-2024,GLOBAL,2,58f07f50-7c3f-48ad-9c31-b338398af0c7,condo_resale_transfer_fee_description_1,Transfer Fee Description 1,c2bfc387-bce2-48eb-8c50-a34a26ce0cdc,text,manual_only,,70,158,138,14,9,false,true,,false,false,,true,,REVIEW REQUIRED,Narrative purpose but current height is ~1 line — dimension increase may be needed to cover the printed writing area.,Enlarging may approach amount columns or following rows — review carefully.,Height 14pt ≈ 1 line(s). Expand only after confirming intended lined region on the PDF.,TXR-1921 initial production Draft placement (approximate) | lines=0; cap=1; underlineDerived=false,,Not Reviewed,_audit_tmp/prod-multiline-mask-audit/pdfs/form-25.pdf#page=2
45,25,Condominium Resale Certificate,TXR-1921-11-04-2024,GLOBAL,2,5eb4a204-d12f-4570-9af2-74262cfb1e32,condo_resale_transfer_fee_description_2,Transfer Fee Description 2,16cbc4b0-cb4f-4e9a-b543-46da9569bb1d,text,manual_only,,70,180,138,14,9,false,true,,false,false,,true,,REVIEW REQUIRED,Narrative purpose but current height is ~1 line — dimension increase may be needed to cover the printed writing area.,Enlarging may approach amount columns or following rows — review carefully.,Height 14pt ≈ 1 line(s). Expand only after confirming intended lined region on the PDF.,TXR-1921 initial production Draft placement (approximate) | lines=0; cap=1; underlineDerived=false,,Not Reviewed,_audit_tmp/prod-multiline-mask-audit/pdfs/form-25.pdf#page=2
46,25,Condominium Resale Certificate,TXR-1921-11-04-2024,GLOBAL,2,a9db322c-df3c-4838-ab31-57c9764aee4f,condo_resale_transfer_fee_description_3,Transfer Fee Description 3,9c1e237d-dad9-4970-8e56-82ed7e8a1fd8,text,manual_only,,70,200,138,14,9,false,true,,false,false,,true,,REVIEW REQUIRED,Narrative purpose but current height is ~1 line — dimension increase may be needed to cover the printed writing area.,Enlarging may approach amount columns or following rows — review carefully.,Height 14pt ≈ 1 line(s). Expand only after confirming intended lined region on the PDF.,TXR-1921 initial production Draft placement (approximate) | lines=0; cap=1; underlineDerived=false,,Not Reviewed,_audit_tmp/prod-multiline-mask-audit/pdfs/form-25.pdf#page=2
47,36,EARLY TERMINATION OF RESIDENTIAL LEASE,TXR-2012-07-08-2022,GLOBAL,2,a1d67b0b-7c96-4b63-8409-32a2d1f31e11,txr_2012_special_provisions,TXR-2012 G Special Provisions,334327f4-d309-4009-9ede-13132377a169,text,manual_only,,69.75,73.17,500,60,9,false,true,,false,false,,false,,MEDIUM CONFIDENCE,Tall narrative box (~5 lines) without conclusive line geometry; multiline recommended; mask only after visual confirm of printed lines.,Low — no mask recommended.,,Batch forms 33–37 initial production Draft placement (approximate) | lines=0; cap=5; underlineDerived=false,,Not Reviewed,_audit_tmp/prod-multiline-mask-audit/pdfs/form-36.pdf#page=2
48,37,FARM AND RANCH CONTRACT,TXR-1701-05-04-2026,GLOBAL,1,d2a7f794-9260-406f-9f27-94fb753056eb,property_legal_description,Property Legal Description,f4693dfb-e4f5-476d-95c3-8746f2d2b8bf,text,packet_property,legal_description,77.58,154,482.42,19.89,9,false,true,,false,false,,true,,REVIEW REQUIRED,Narrative purpose but current height is ~1 line — dimension increase may be needed to cover the printed writing area.,Enlarging may approach amount columns or following rows — review carefully.,Height 19.89pt ≈ 1 line(s). Expand only after confirming intended lined region on the PDF.,Batch forms 33–37 initial production Draft placement (approximate) | lines=2; cap=1; underlineDerived=false,,Not Reviewed,_audit_tmp/prod-multiline-mask-audit/pdfs/form-37.pdf#page=1
49,37,FARM AND RANCH CONTRACT,TXR-1701-05-04-2026,GLOBAL,1,55713d7d-5581-4bb4-b828-d99d32092257,txr_1701_exclusions,Farm and Ranch Exclusions,7278e7c0-587c-4244-8e44-29fa95d98257,text,manual_only,,74.38,478.93,485.62,16.04,9,false,true,,false,false,,true,,REVIEW REQUIRED,Narrative purpose but current height is ~1 line — dimension increase may be needed to cover the printed writing area.,Enlarging may approach amount columns or following rows — review carefully.,Height 16.04pt ≈ 1 line(s). Expand only after confirming intended lined region on the PDF.,Batch forms 33–37 initial production Draft placement (approximate) | lines=0; cap=1; underlineDerived=false,,Not Reviewed,_audit_tmp/prod-multiline-mask-audit/pdfs/form-37.pdf#page=1
50,37,FARM AND RANCH CONTRACT,TXR-1701-05-04-2026,GLOBAL,2,34860abd-3179-4c7c-9f26-da59a031a379,txr_1701_surface_oral_leases_description,Oral Surface Lease Description,0be8dfdc-ab94-4e2f-869b-41bc5ac2a192,text,manual_only,,86.57,200.08,476.64,11.55,9,false,true,,false,false,,true,,REVIEW REQUIRED,Narrative purpose but current height is ~1 line — dimension increase may be needed to cover the printed writing area.,Enlarging may approach amount columns or following rows — review carefully.,Height 11.55pt ≈ 1 line(s). Expand only after confirming intended lined region on the PDF.,Batch forms 33–37 initial production Draft placement (approximate) | lines=1; cap=1; underlineDerived=false,,Not Reviewed,_audit_tmp/prod-multiline-mask-audit/pdfs/form-37.pdf#page=2
51,37,FARM AND RANCH CONTRACT,TXR-1701-05-04-2026,GLOBAL,3,0324609d-de53-4751-b30f-c391c95e26c0,TXR_1701_EXCEPTION_DOC,Exception Document,1c523fd3-643d-43aa-8ec1-8d3e0ec94808,text,,,74.09,607.51,218.11,31.43,10,false,true,,false,true,,false,,MEDIUM CONFIDENCE,Narrative placement with writing-line evidence; enable multiline and mask after quick visual confirm.,Confirm mask does not cover row labels or amount boxes beside the description.,,lines=2; cap=2; underlineDerived=false,,Not Reviewed,_audit_tmp/prod-multiline-mask-audit/pdfs/form-37.pdf#page=3
52,37,FARM AND RANCH CONTRACT,TXR-1701-05-04-2026,GLOBAL,3,70a32292-339a-4bd0-b035-048588c05ed6,TXR_1701_EXCEPTION_DOC_RECORD_REFERENCE,Exception Doc Record Reference,759cd10a-325e-4323-ab54-84d7ca8f1cec,text,,,442.96,612.64,125.09,28.23,10,false,true,,false,true,,false,,MEDIUM CONFIDENCE,Narrative placement with writing-line evidence; enable multiline and mask after quick visual confirm.,Confirm mask does not cover row labels or amount boxes beside the description.,,lines=2; cap=2; underlineDerived=false,,Not Reviewed,_audit_tmp/prod-multiline-mask-audit/pdfs/form-37.pdf#page=3
53,37,FARM AND RANCH CONTRACT,TXR-1701-05-04-2026,GLOBAL,5,68ab207d-d60c-4262-b96d-4135f8f8e639,contract_specific_repairs,Specific Repairs,875c786c-c3ec-4a74-a79e-e4b38d0eadbe,text,manual_only,,94.26,110.15,473.43,15.4,9,false,true,,false,false,,true,,REVIEW REQUIRED,Narrative purpose but current height is ~1 line — dimension increase may be needed to cover the printed writing area.,Enlarging may approach amount columns or following rows — review carefully.,Height 15.4pt ≈ 1 line(s). Expand only after confirming intended lined region on the PDF.,Batch forms 33–37 initial production Draft placement (approximate) | lines=0; cap=1; underlineDerived=false,,Not Reviewed,_audit_tmp/prod-multiline-mask-audit/pdfs/form-37.pdf#page=5
54,37,FARM AND RANCH CONTRACT,TXR-1701-05-04-2026,GLOBAL,5,6816bdd9-b805-48c7-9ee6-2eaad10eb0ab,txr_1701_disclosure_explanation,Seller Disclosure Explanation,a60f12c2-1f3a-48dd-a1b2-649da6bc40d8,text,manual_only,,84.64,660.15,510,25,9,false,true,,false,false,,false,,MEDIUM CONFIDENCE,Narrative field with ~2-line capacity; mask not recommended without line evidence.,Low — no mask recommended.,,Batch forms 33–37 initial production Draft placement (approximate) | lines=0; cap=2; underlineDerived=false,,Not Reviewed,_audit_tmp/prod-multiline-mask-audit/pdfs/form-37.pdf#page=5
55,37,FARM AND RANCH CONTRACT,TXR-1701-05-04-2026,GLOBAL,6,da9e14f5-6f26-4d0a-9f13-7e8097fed433,CONTRACT_SPECIAL_PROVISIONS,Special Provisions,894df093-c4ef-4667-bbb9-791fa277ddd7,text,,,51.92,674.06,510,12.19,9,false,true,,false,false,,true,,REVIEW REQUIRED,Narrative purpose but current height is ~1 line — dimension increase may be needed to cover the printed writing area.,Enlarging may approach amount columns or following rows — review carefully.,Height 12.19pt ≈ 1 line(s). Expand only after confirming intended lined region on the PDF.,Batch forms 33–37 initial production Draft placement (approximate) | lines=0; cap=1; underlineDerived=false,,Not Reviewed,_audit_tmp/prod-multiline-mask-audit/pdfs/form-37.pdf#page=6
56,37,FARM AND RANCH CONTRACT,TXR-1701-05-04-2026,GLOBAL,9,a4822d94-0094-4de0-82ec-abfe48aee3b7,contract_add_district_notices_text,District Notices Addendum Text,450529b9-34bf-442d-86a7-44caf106bc4b,text,manual_only,,259.85,443.94,305,25,9,false,true,,false,false,,false,,MEDIUM CONFIDENCE,Narrative field with ~2-line capacity; mask not recommended without line evidence.,Low — no mask recommended.,,Batch forms 33–37 initial production Draft placement (approximate) | lines=0; cap=2; underlineDerived=false,,Not Reviewed,_audit_tmp/prod-multiline-mask-audit/pdfs/form-37.pdf#page=9
57,37,FARM AND RANCH CONTRACT,TXR-1701-05-04-2026,GLOBAL,9,71782c8b-390e-4618-9f87-766cd7fde593,contract_add_other_text,Other Addendum Text,723ff0f1-5191-4838-bff8-213ca0bd8076,text,manual_only,,122.79,555.15,435,25,9,false,true,,false,false,,false,,MEDIUM CONFIDENCE,Narrative field with ~2-line capacity; mask not recommended without line evidence.,Low — no mask recommended.,,Batch forms 33–37 initial production Draft placement (approximate) | lines=0; cap=2; underlineDerived=false,,Not Reviewed,_audit_tmp/prod-multiline-mask-audit/pdfs/form-37.pdf#page=9
58,37,FARM AND RANCH CONTRACT,TXR-1701-05-04-2026,GLOBAL,11,8bd4e319-4c95-4cc1-9666-22f50310be71,txr_1701_broker_comp_a_percent,TXR-1701 P11 (a) Seller's Broker Percent,975239ff-348b-4a91-b4a3-80fca423740b,number,manual_only,,491.28,598,45,14,9,false,true,,false,false,,true,,REVIEW REQUIRED,Narrative purpose but current height is ~1 line — dimension increase may be needed to cover the printed writing area.,Enlarging may approach amount columns or following rows — review carefully.,Height 14pt ≈ 1 line(s). Expand only after confirming intended lined region on the PDF.,TXR-1701 p11 broker fee-agreement paragraph corrective placement (approximate) | lines=0; cap=1; underlineDerived=false,,Not Reviewed,_audit_tmp/prod-multiline-mask-audit/pdfs/form-37.pdf#page=11
59,37,FARM AND RANCH CONTRACT,TXR-1701-05-04-2026,GLOBAL,11,6bc4bd1f-f4f8-4a39-af7a-4fc077cbb8a4,txr_1701_broker_comp_b_percent,TXR-1701 P11 (b) Buyer's Broker Percent,177053fe-d3c8-42c3-b303-ad3246763f73,number,manual_only,,52.05,617.49,34.37,14.88,9,false,true,,false,false,,true,,REVIEW REQUIRED,Narrative purpose but current height is ~1 line — dimension increase may be needed to cover the printed writing area.,Enlarging may approach amount columns or following rows — review carefully.,Height 14.88pt ≈ 1 line(s). Expand only after confirming intended lined region on the PDF.,TXR-1701 p11 broker fee-agreement paragraph corrective placement (approximate) | lines=1; cap=1; underlineDerived=false,,Not Reviewed,_audit_tmp/prod-multiline-mask-audit/pdfs/form-37.pdf#page=11
60,38,FARM AND RANCH REAL ESTATE LISTING AGREEMENT - EXCLUSIVE RIGHT TO SELL,TXR-1201-01-05-2026,GLOBAL,1,d2a7f794-9260-406f-9f27-94fb753056eb,property_legal_description,Property Legal Description,f1c7b788-ba27-40bc-bf86-7bb7ae60451c,text,packet_property,legal_description,72,426.5,504.1,40,9,false,true,,false,false,,false,,MEDIUM CONFIDENCE,Tall narrative box (~3 lines) without conclusive line geometry; multiline recommended; mask only after visual confirm of printed lines.,Low — no mask recommended.,,TXR-1201 form 38 initial production Draft placement (visual inventory) | lines=0; cap=3; underlineDerived=false,,Not Reviewed,_audit_tmp/prod-multiline-mask-audit/pdfs/form-38.pdf#page=1
61,38,FARM AND RANCH REAL ESTATE LISTING AGREEMENT - EXCLUSIVE RIGHT TO SELL,TXR-1201-01-05-2026,GLOBAL,2,944a0891-2d87-434d-8c5f-8fcf8f474f69,txr_1201_acc_other_text,TXR-1201 Accessory Other Description,e1cd03c8-3d9e-40eb-ae89-e20d2b9dd859,text,manual_only,,260.27,110.72,314.98,26.16,9,false,true,,false,false,,false,,MEDIUM CONFIDENCE,Narrative field with ~2-line capacity; mask not recommended without line evidence.,Low — no mask recommended.,,TXR-1201 form 38 initial production Draft placement (visual inventory) | lines=0; cap=2; underlineDerived=false,,Not Reviewed,_audit_tmp/prod-multiline-mask-audit/pdfs/form-38.pdf#page=2
62,38,FARM AND RANCH REAL ESTATE LISTING AGREEMENT - EXCLUSIVE RIGHT TO SELL,TXR-1201-01-05-2026,GLOBAL,2,4861d3dd-ad35-4a65-827b-a6266486f7da,LISTING_EXCLUSIONS,Listing Exclusions,19b4401c-0c56-4bc0-ac02-ecb3259f0faa,text,manual_only,,72,279.5,504.1,40,9,false,true,,false,false,,false,,MEDIUM CONFIDENCE,Tall narrative box (~3 lines) without conclusive line geometry; multiline recommended; mask only after visual confirm of printed lines.,Low — no mask recommended.,,TXR-1201 form 38 initial production Draft placement (visual inventory) | lines=0; cap=3; underlineDerived=false,,Not Reviewed,_audit_tmp/prod-multiline-mask-audit/pdfs/form-38.pdf#page=2
63,38,FARM AND RANCH REAL ESTATE LISTING AGREEMENT - EXCLUSIVE RIGHT TO SELL,TXR-1201-01-05-2026,GLOBAL,9,b08bb4a1-95ec-4824-92cc-36a3a0601e90,KNOWN_FINANCIAL_OBLIGATIONS_EXCEPTION,Known Financial Obligations Exception,0355f7e5-df51-4a98-97c5-aa6b2c6927d7,text,manual_only,,251.27,331.41,290,14,9,false,true,,false,false,,true,,REVIEW REQUIRED,Narrative purpose but current height is ~1 line — dimension increase may be needed to cover the printed writing area.,Enlarging may approach amount columns or following rows — review carefully.,Height 14pt ≈ 1 line(s). Expand only after confirming intended lined region on the PDF.,TXR-1201 form 38 initial production Draft placement (visual inventory) | lines=0; cap=1; underlineDerived=false,,Not Reviewed,_audit_tmp/prod-multiline-mask-audit/pdfs/form-38.pdf#page=9
64,38,FARM AND RANCH REAL ESTATE LISTING AGREEMENT - EXCLUSIVE RIGHT TO SELL,TXR-1201-01-05-2026,GLOBAL,9,b4fa63a8-2107-4fda-b5ec-c06ba3e85884,KNOWN_LIENS_EXCEPTION,Known Liens Exception,04413881-25f3-4f67-bbcc-c7fc91a624a5,text,manual_only,,108,360,462,14,9,false,true,,false,false,,true,,REVIEW REQUIRED,Narrative purpose but current height is ~1 line — dimension increase may be needed to cover the printed writing area.,Enlarging may approach amount columns or following rows — review carefully.,Height 14pt ≈ 1 line(s). Expand only after confirming intended lined region on the PDF.,TXR-1201 form 38 initial production Draft placement (visual inventory) | lines=0; cap=1; underlineDerived=false,,Not Reviewed,_audit_tmp/prod-multiline-mask-audit/pdfs/form-38.pdf#page=9
65,38,FARM AND RANCH REAL ESTATE LISTING AGREEMENT - EXCLUSIVE RIGHT TO SELL,TXR-1201-01-05-2026,GLOBAL,10,ef9b7bc7-b878-49f6-8e92-c294dd733089,SPECIAL_PROVISIONS,Special Provisions,b1064e95-5c32-470a-abc4-a3ac42c6fc9b,text,,,54,378.31,522,96,9,false,true,,false,false,,false,,MEDIUM CONFIDENCE,Tall narrative box (~8 lines) without conclusive line geometry; multiline recommended; mask only after visual confirm of printed lines.,Low — no mask recommended.,,TXR-1201 form 38 initial production Draft placement (visual inventory) | lines=0; cap=8; underlineDerived=false,,Not Reviewed,_audit_tmp/prod-multiline-mask-audit/pdfs/form-38.pdf#page=10
66,38,FARM AND RANCH REAL ESTATE LISTING AGREEMENT - EXCLUSIVE RIGHT TO SELL,TXR-1201-01-05-2026,GLOBAL,11,9052015a-dfb9-41b3-b9a9-028ebbe8673b,OTHER_DOCUMENT_DESCRIPTION,Other Document Description,d8f47cc6-11ec-4f02-837e-9136ea54e168,text,,,70.2,217,504.4,14,9,false,true,,false,false,,true,,REVIEW REQUIRED,Narrative purpose but current height is ~1 line — dimension increase may be needed to cover the printed writing area.,Enlarging may approach amount columns or following rows — review carefully.,Height 14pt ≈ 1 line(s). Expand only after confirming intended lined region on the PDF.,TXR-1201 form 38 initial production Draft placement (visual inventory) | lines=0; cap=1; underlineDerived=false,,Not Reviewed,_audit_tmp/prod-multiline-mask-audit/pdfs/form-38.pdf#page=11
67,38,FARM AND RANCH REAL ESTATE LISTING AGREEMENT - EXCLUSIVE RIGHT TO SELL,TXR-1201-01-05-2026,GLOBAL,11,eae3e1d9-d813-41a9-92c8-16aff45395a3,txr_1201_property_condition_exceptions,TXR-1201 Property Condition Exceptions,1a484e0d-693f-476c-bc28-a0afd7ea7faa,text,manual_only,,175.9,443.5,400.2,28,9,false,true,,false,false,,false,,MEDIUM CONFIDENCE,Narrative field with ~2-line capacity; mask not recommended without line evidence.,Low — no mask recommended.,,TXR-1201 form 38 initial production Draft placement (visual inventory) | lines=0; cap=2; underlineDerived=false,,Not Reviewed,_audit_tmp/prod-multiline-mask-audit/pdfs/form-38.pdf#page=11
68,51,Itemization of Security Deposit,TXR-2216-01-05-2026,GLOBAL,1,aaa1ad24-c64b-4b8a-b95b-49f3f9b890b0,txr_2216_damages_description,TXR-2216 Damages Description,08446e94-1227-4645-83ba-646472836831,text,manual_only,,61.7,381.7,370.4,63.2,9,false,true,,false,true,,false,,HIGH CONFIDENCE,"Confirmed production problem field: “Damages to the Property, beyond wear and tear (describe)” — large underline-derived narrative block on TXR-2216; needs wrap + white mask over writing lines. Current flags both false.","Primary risk: masking or widening into the damages amount column to the right, and/or the next deduction row below. Keep mask strictly inside the description placement.",Current 370.4×63.2 (~5 lines) appears sized for the multi-line describe block; confirm it reaches the last printed line without entering the amount column.,TXR-2216 initial Draft placement (underline/glyph-derived; awaiting Lee visual review) | lines=0; cap=5; underlineDerived=true; dedicated Itemization damages analysis,,Not Reviewed,_audit_tmp/prod-multiline-mask-audit/pdfs/form-51.pdf#page=1
69,51,Itemization of Security Deposit,TXR-2216-01-05-2026,GLOBAL,1,b34789f0-f4ac-4aad-bade-adbe3b6b7249,txr_2216_unpaid_utilities_description,TXR-2216 Unpaid Utilities Description,400a8a88-60d5-4b50-83ff-87710788eeb6,text,manual_only,,191.5,610.5,240.5,28,9,false,true,,false,true,,false,,MEDIUM CONFIDENCE,Narrative placement with writing-line evidence; enable multiline and mask after quick visual confirm.,Confirm mask does not cover row labels or amount boxes beside the description.,,TXR-2216 initial Draft placement (underline/glyph-derived; awaiting Lee visual review) | lines=0; cap=2; underlineDerived=true,,Not Reviewed,_audit_tmp/prod-multiline-mask-audit/pdfs/form-51.pdf#page=1
70,51,Itemization of Security Deposit,TXR-2216-01-05-2026,GLOBAL,1,eea34f83-a509-4208-a4c9-e8364c112160,txr_2216_unpaid_animal_charges_description,TXR-2216 Unpaid Animal Charges Description,80ec1d77-8a08-4c47-a1a6-de90eb3b9c6b,text,manual_only,,232.5,649.5,199.5,27.5,9,false,true,,false,true,,false,,MEDIUM CONFIDENCE,Narrative placement with writing-line evidence; enable multiline and mask after quick visual confirm.,Confirm mask does not cover row labels or amount boxes beside the description.,,TXR-2216 initial Draft placement (underline/glyph-derived; awaiting Lee visual review) | lines=0; cap=2; underlineDerived=true,,Not Reviewed,_audit_tmp/prod-multiline-mask-audit/pdfs/form-51.pdf#page=1
71,51,Itemization of Security Deposit,TXR-2216-01-05-2026,GLOBAL,1,9750bd18-1051-4c91-b34b-e53054115265,txr_2216_other_components_description,TXR-2216 Other Components Description,9549d02e-0c1f-450a-b807-7bad02e113bf,text,manual_only,,212.5,701.5,219.5,14,9,false,true,,false,false,,true,,REVIEW REQUIRED,Narrative purpose but current height is ~1 line — dimension increase may be needed to cover the printed writing area.,Enlarging may approach amount columns or following rows — review carefully.,Height 14pt ≈ 1 line(s). Expand only after confirming intended lined region on the PDF.,TXR-2216 initial Draft placement (underline/glyph-derived; awaiting Lee visual review) | lines=0; cap=1; underlineDerived=true,,Not Reviewed,_audit_tmp/prod-multiline-mask-audit/pdfs/form-51.pdf#page=1
72,51,Itemization of Security Deposit,TXR-2216-01-05-2026,GLOBAL,2,72208589-0a96-420e-8367-9a90e6280cdb,txr_2216_unauthorized_locks_description,TXR-2216 Unauthorized Locks/Fixtures Description,2859f8cb-6127-4ed9-b5d3-5cd97def88ff,text,manual_only,,62,92,370,14,9,false,true,,false,false,,true,,REVIEW REQUIRED,Narrative purpose but current height is ~1 line — dimension increase may be needed to cover the printed writing area.,Enlarging may approach amount columns or following rows — review carefully.,Height 14pt ≈ 1 line(s). Expand only after confirming intended lined region on the PDF.,TXR-2216 initial Draft placement (underline/glyph-derived; awaiting Lee visual review) | lines=0; cap=1; underlineDerived=true,,Not Reviewed,_audit_tmp/prod-multiline-mask-audit/pdfs/form-51.pdf#page=2
73,51,Itemization of Security Deposit,TXR-2216-01-05-2026,GLOBAL,2,0fa3ea74-db46-4ab8-85d8-25ff22cf473a,txr_2216_abandoned_property_description,TXR-2216 Abandoned Property Description,36327d71-a622-482e-9867-c4bde516a546,text,manual_only,,63.1,225.2,368.8,25.6,9,false,true,,false,true,,false,,MEDIUM CONFIDENCE,Narrative placement with writing-line evidence; enable multiline and mask after quick visual confirm.,Confirm mask does not cover row labels or amount boxes beside the description.,,TXR-2216 initial Draft placement (underline/glyph-derived; awaiting Lee visual review) | lines=0; cap=2; underlineDerived=true,,Not Reviewed,_audit_tmp/prod-multiline-mask-audit/pdfs/form-51.pdf#page=2
74,51,Itemization of Security Deposit,TXR-2216-01-05-2026,GLOBAL,2,df8a075f-80ed-4212-ac91-e5639ac504a6,txr_2216_abandoned_vehicles_description,TXR-2216 Abandoned/Illegal Vehicles Description,3ee65ffb-74c7-44ad-8818-a22ea766d638,text,manual_only,,62,276,370,27.5,9,false,true,,false,true,,false,,MEDIUM CONFIDENCE,Narrative placement with writing-line evidence; enable multiline and mask after quick visual confirm.,Confirm mask does not cover row labels or amount boxes beside the description.,,TXR-2216 initial Draft placement (underline/glyph-derived; awaiting Lee visual review) | lines=0; cap=2; underlineDerived=true,,Not Reviewed,_audit_tmp/prod-multiline-mask-audit/pdfs/form-51.pdf#page=2
75,51,Itemization of Security Deposit,TXR-2216-01-05-2026,GLOBAL,2,ac5b4273-9de3-4cf3-bfc9-fba568997eea,txr_2216_legal_proceeding_description,TXR-2216 Legal Proceeding Description,2dd72b9d-deb9-475c-bcbd-0da28ede5f1e,text,manual_only,,62,342,370,27.5,9,false,true,,false,true,,false,,MEDIUM CONFIDENCE,Narrative placement with writing-line evidence; enable multiline and mask after quick visual confirm.,Confirm mask does not cover row labels or amount boxes beside the description.,,TXR-2216 initial Draft placement (underline/glyph-derived; awaiting Lee visual review) | lines=0; cap=2; underlineDerived=true,,Not Reviewed,_audit_tmp/prod-multiline-mask-audit/pdfs/form-51.pdf#page=2
